uniprot_id,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
P08019,0.161,0.134,0.706,0.207,0.473,0.399,0.038,0.078,0.134,0.161,0.706,0.483,0.224,0.349,0.124,0.034,0.214,0.435,0.565
P08037,0.14,0.14,0.72,0.213,0.49,0.392,0.063,0.087,0.14,0.14,0.72,0.469,0.22,0.388,0.108,0.052,0.21,0.458,0.542
P08049,0.1,0.106,0.794,0.244,0.509,0.415,0.053,0.106,0.106,0.1,0.794,0.515,0.194,0.365,0.135,0.071,0.288,0.565,0.435
P08069,0.166,0.139,0.696,0.254,0.393,0.339,0.05,0.046,0.139,0.166,0.696,0.391,0.264,0.403,0.148,0.075,0.279,0.516,0.484
P08104,0.11,0.04,0.851,0.268,0.543,0.421,0.043,0.14,0.04,0.11,0.851,0.616,0.192,0.238,0.149,0.082,0.256,0.479,0.521
P08138,0.103,0.073,0.823,0.214,0.565,0.438,0.028,0.131,0.073,0.103,0.823,0.571,0.175,0.302,0.151,0.044,0.228,0.454,0.546
P08151,0.177,0.132,0.69,0.225,0.439,0.397,0.102,0.045,0.132,0.177,0.69,0.436,0.306,0.38,0.154,0.027,0.252,0.512,0.488
P08164,0.104,0.053,0.843,0.229,0.583,0.476,0.055,0.119,0.053,0.104,0.843,0.562,0.19,0.305,0.151,0.047,0.299,0.532,0.468
P08170,0.112,0.047,0.841,0.194,0.622,0.503,0.044,0.109,0.047,0.112,0.841,0.647,0.181,0.231,0.116,0.069,0.234,0.484,0.516
P08172,0.131,0.065,0.804,0.19,0.601,0.484,0.072,0.111,0.065,0.131,0.804,0.614,0.216,0.242,0.085,0.072,0.222,0.451,0.549
P08173,0.126,0.052,0.822,0.251,0.521,0.427,0.031,0.105,0.052,0.126,0.822,0.571,0.207,0.275,0.173,0.063,0.251,0.484,0.516
P08176,0.088,0.075,0.837,0.229,0.563,0.468,0.053,0.085,0.075,0.088,0.837,0.597,0.187,0.317,0.141,0.065,0.253,0.521,0.479
P08183,0.093,0.1,0.808,0.188,0.569,0.513,0.033,0.046,0.1,0.093,0.808,0.56,0.177,0.354,0.128,0.029,0.296,0.58,0.42
P08185,0.145,0.134,0.721,0.222,0.387,0.307,0.026,0.129,0.134,0.145,0.721,0.419,0.284,0.298,0.107,0.045,0.142,0.429,0.571
P08191,0.13,0.114,0.756,0.259,0.453,0.406,0.082,0.045,0.114,0.13,0.756,0.471,0.256,0.392,0.14,0.051,0.267,0.548,0.452
P08192,0.152,0.117,0.731,0.195,0.523,0.456,0.09,0.065,0.117,0.152,0.731,0.525,0.255,0.346,0.099,0.036,0.222,0.466,0.534
P08235,0.175,0.137,0.689,0.175,0.495,0.42,0.028,0.075,0.137,0.175,0.689,0.486,0.222,0.344,0.104,0.028,0.245,0.458,0.542
P08236,0.152,0.13,0.718,0.236,0.464,0.408,0.051,0.064,0.13,0.152,0.718,0.454,0.221,0.387,0.111,0.032,0.213,0.416,0.584
P08238,0.141,0.216,0.642,0.191,0.391,0.346,0.045,0.049,0.216,0.141,0.642,0.391,0.247,0.433,0.113,0.04,0.214,0.506,0.494
P08240,0.116,0.101,0.783,0.23,0.526,0.437,0.06,0.108,0.101,0.116,0.783,0.563,0.203,0.315,0.135,0.033,0.18,0.468,0.532
P08243,0.157,0.114,0.729,0.206,0.477,0.375,0.041,0.098,0.114,0.157,0.729,0.499,0.243,0.337,0.102,0.063,0.201,0.463,0.537
P08246,0.116,0.054,0.83,0.216,0.588,0.479,0.044,0.108,0.054,0.116,0.83,0.613,0.186,0.268,0.129,0.057,0.289,0.518,0.482
P08253,0.142,0.102,0.757,0.159,0.558,0.456,0.071,0.075,0.102,0.142,0.757,0.54,0.252,0.296,0.093,0.058,0.208,0.429,0.571
P08254,0.15,0.134,0.716,0.189,0.493,0.409,0.053,0.085,0.134,0.15,0.716,0.495,0.237,0.337,0.103,0.045,0.215,0.475,0.525
P08263,0.19,0.121,0.69,0.201,0.452,0.379,0.073,0.079,0.121,0.19,0.69,0.464,0.299,0.33,0.119,0.038,0.241,0.479,0.521
P08294,0.106,0.082,0.812,0.276,0.499,0.436,0.082,0.069,0.082,0.106,0.812,0.523,0.225,0.393,0.181,0.039,0.279,0.598,0.402
P08311,0.104,0.107,0.789,0.287,0.452,0.402,0.065,0.06,0.107,0.104,0.789,0.52,0.219,0.371,0.125,0.11,0.305,0.598,0.402
P08319,0.158,0.127,0.715,0.186,0.477,0.415,0.059,0.093,0.127,0.158,0.715,0.48,0.269,0.291,0.08,0.037,0.198,0.471,0.529
P08373,0.165,0.157,0.678,0.221,0.408,0.35,0.049,0.061,0.157,0.165,0.678,0.42,0.263,0.395,0.125,0.037,0.203,0.453,0.547
P08397,0.149,0.113,0.738,0.182,0.535,0.483,0.05,0.071,0.113,0.149,0.738,0.489,0.221,0.355,0.117,0.026,0.316,0.55,0.45
P08400,0.153,0.108,0.738,0.193,0.495,0.434,0.042,0.066,0.108,0.153,0.738,0.502,0.245,0.342,0.127,0.038,0.226,0.55,0.45
P08419,0.116,0.087,0.798,0.211,0.572,0.506,0.116,0.079,0.087,0.116,0.798,0.531,0.246,0.368,0.134,0.035,0.318,0.61,0.39
P08424,0.135,0.126,0.739,0.188,0.535,0.474,0.046,0.061,0.126,0.135,0.739,0.512,0.198,0.36,0.102,0.039,0.273,0.49,0.51
P08473,0.105,0.074,0.821,0.254,0.547,0.436,0.034,0.148,0.074,0.105,0.821,0.613,0.16,0.291,0.142,0.034,0.177,0.436,0.564
P08482,0.158,0.108,0.734,0.211,0.467,0.388,0.045,0.084,0.108,0.158,0.734,0.483,0.259,0.325,0.103,0.045,0.179,0.446,0.554
P08483,0.121,0.076,0.803,0.29,0.46,0.37,0.036,0.104,0.076,0.121,0.803,0.525,0.209,0.358,0.192,0.041,0.243,0.513,0.487
P08487,0.145,0.088,0.766,0.249,0.481,0.413,0.055,0.075,0.088,0.145,0.766,0.527,0.236,0.33,0.145,0.052,0.265,0.517,0.483
P08514,0.167,0.141,0.692,0.146,0.505,0.417,0.061,0.098,0.141,0.167,0.692,0.475,0.268,0.323,0.073,0.028,0.192,0.452,0.548
P08538,0.143,0.092,0.766,0.22,0.514,0.412,0.051,0.109,0.092,0.143,0.766,0.516,0.225,0.322,0.13,0.051,0.243,0.488,0.512
P08543,0.126,0.155,0.718,0.167,0.546,0.477,0.052,0.08,0.155,0.126,0.718,0.483,0.184,0.391,0.086,0.029,0.293,0.517,0.483
P08546,0.111,0.087,0.802,0.219,0.542,0.49,0.056,0.069,0.087,0.111,0.802,0.562,0.208,0.319,0.142,0.045,0.319,0.618,0.382
P08574,0.154,0.104,0.742,0.175,0.516,0.425,0.053,0.089,0.104,0.154,0.742,0.518,0.258,0.309,0.108,0.031,0.181,0.451,0.549
P08575,0.155,0.134,0.711,0.188,0.485,0.392,0.046,0.114,0.134,0.155,0.711,0.463,0.24,0.335,0.09,0.046,0.234,0.466,0.534
P08581,0.095,0.118,0.787,0.349,0.402,0.32,0.03,0.071,0.118,0.095,0.787,0.485,0.16,0.438,0.178,0.053,0.189,0.432,0.568
P08587,0.166,0.139,0.695,0.231,0.429,0.361,0.057,0.067,0.139,0.166,0.695,0.463,0.258,0.366,0.13,0.064,0.211,0.477,0.523
P08588,0.121,0.088,0.791,0.231,0.524,0.429,0.069,0.11,0.088,0.121,0.791,0.53,0.226,0.338,0.142,0.035,0.244,0.517,0.483
P08592,0.12,0.113,0.767,0.228,0.497,0.402,0.058,0.124,0.113,0.12,0.767,0.487,0.22,0.358,0.132,0.022,0.239,0.509,0.491
P08603,0.169,0.143,0.688,0.2,0.457,0.396,0.089,0.052,0.143,0.169,0.688,0.432,0.288,0.385,0.111,0.039,0.211,0.467,0.533
P08631,0.126,0.105,0.769,0.229,0.49,0.389,0.036,0.118,0.105,0.126,0.769,0.48,0.213,0.349,0.131,0.042,0.229,0.488,0.512
P08659,0.128,0.119,0.752,0.2,0.466,0.391,0.039,0.078,0.119,0.128,0.752,0.487,0.254,0.322,0.122,0.03,0.134,0.409,0.591
P08679,0.108,0.12,0.772,0.201,0.529,0.443,0.048,0.074,0.12,0.108,0.772,0.557,0.198,0.338,0.128,0.058,0.237,0.522,0.478
P08683,0.149,0.194,0.657,0.149,0.48,0.392,0.039,0.102,0.194,0.149,0.657,0.475,0.216,0.369,0.088,0.024,0.216,0.469,0.531
P08684,0.15,0.144,0.706,0.216,0.453,0.384,0.059,0.088,0.144,0.15,0.706,0.459,0.246,0.37,0.11,0.051,0.25,0.512,0.488
P08686,0.133,0.159,0.707,0.203,0.478,0.383,0.038,0.113,0.159,0.133,0.707,0.49,0.197,0.359,0.119,0.046,0.188,0.478,0.522
P08689,0.117,0.104,0.779,0.231,0.529,0.452,0.069,0.067,0.104,0.117,0.779,0.529,0.206,0.392,0.156,0.03,0.236,0.499,0.501
P08709,0.132,0.109,0.76,0.208,0.511,0.407,0.044,0.103,0.109,0.132,0.76,0.521,0.215,0.329,0.124,0.052,0.22,0.476,0.524
P08754,0.076,0.068,0.856,0.214,0.61,0.501,0.058,0.093,0.068,0.076,0.856,0.598,0.167,0.313,0.136,0.068,0.27,0.517,0.483
P08799,0.095,0.076,0.828,0.226,0.572,0.474,0.041,0.12,0.076,0.095,0.828,0.589,0.166,0.283,0.114,0.052,0.253,0.518,0.482
P08833,0.124,0.089,0.787,0.239,0.509,0.425,0.061,0.103,0.089,0.124,0.787,0.508,0.224,0.35,0.128,0.027,0.221,0.499,0.501
P08842,0.132,0.142,0.726,0.252,0.438,0.353,0.035,0.091,0.142,0.132,0.726,0.47,0.202,0.382,0.155,0.057,0.249,0.495,0.505
P08908,0.157,0.108,0.735,0.265,0.422,0.36,0.092,0.067,0.108,0.157,0.735,0.477,0.297,0.334,0.153,0.072,0.263,0.527,0.473
P08909,0.274,0.068,0.658,0.145,0.436,0.376,0.009,0.068,0.068,0.274,0.658,0.444,0.359,0.205,0.068,0.026,0.154,0.376,0.624
P08911,0.146,0.14,0.714,0.188,0.482,0.387,0.042,0.122,0.14,0.146,0.714,0.461,0.232,0.339,0.083,0.042,0.223,0.458,0.542
P08912,0.141,0.14,0.719,0.197,0.482,0.424,0.032,0.047,0.14,0.141,0.719,0.468,0.214,0.396,0.122,0.034,0.255,0.527,0.473
P08913,0.146,0.105,0.748,0.275,0.415,0.341,0.055,0.086,0.105,0.146,0.748,0.441,0.259,0.385,0.182,0.04,0.234,0.509,0.491
P08922,0.125,0.089,0.786,0.187,0.566,0.491,0.049,0.078,0.089,0.125,0.786,0.554,0.206,0.308,0.098,0.052,0.259,0.505,0.495
P08962,0.117,0.088,0.796,0.254,0.501,0.408,0.074,0.088,0.088,0.117,0.796,0.507,0.231,0.367,0.151,0.049,0.235,0.515,0.485
P09038,0.139,0.116,0.745,0.234,0.494,0.419,0.067,0.076,0.116,0.139,0.745,0.511,0.223,0.365,0.133,0.044,0.228,0.459,0.541
P09057,0.141,0.11,0.75,0.246,0.448,0.357,0.05,0.102,0.11,0.141,0.75,0.483,0.248,0.34,0.14,0.042,0.193,0.443,0.557
P09086,0.141,0.116,0.743,0.175,0.527,0.443,0.057,0.086,0.116,0.141,0.743,0.525,0.239,0.32,0.114,0.032,0.216,0.484,0.516
P09172,0.094,0.075,0.831,0.272,0.528,0.408,0.028,0.158,0.075,0.094,0.831,0.592,0.153,0.292,0.147,0.061,0.197,0.458,0.542
P09210,0.145,0.149,0.706,0.231,0.434,0.374,0.03,0.086,0.149,0.145,0.706,0.436,0.216,0.389,0.132,0.013,0.184,0.443,0.557
P09211,0.158,0.155,0.687,0.186,0.466,0.379,0.04,0.095,0.155,0.158,0.687,0.471,0.232,0.362,0.112,0.04,0.195,0.446,0.554
P09216,0.132,0.102,0.766,0.198,0.545,0.453,0.071,0.087,0.102,0.132,0.766,0.532,0.226,0.338,0.092,0.053,0.206,0.473,0.527
P09237,0.141,0.135,0.724,0.172,0.549,0.482,0.055,0.08,0.135,0.141,0.724,0.509,0.199,0.359,0.101,0.034,0.264,0.518,0.482
P09238,0.151,0.076,0.773,0.223,0.502,0.418,0.084,0.092,0.076,0.151,0.773,0.49,0.283,0.311,0.127,0.06,0.271,0.534,0.466
P09242,0.15,0.124,0.726,0.232,0.462,0.379,0.058,0.086,0.124,0.15,0.726,0.495,0.24,0.346,0.132,0.066,0.227,0.483,0.517
P09250,0.143,0.098,0.758,0.196,0.526,0.417,0.049,0.106,0.098,0.143,0.758,0.545,0.228,0.289,0.113,0.068,0.219,0.475,0.525
P09252,0.132,0.149,0.719,0.118,0.57,0.487,0.039,0.057,0.149,0.132,0.719,0.522,0.202,0.329,0.075,0.057,0.259,0.513,0.487
P09372,0.184,0.112,0.704,0.168,0.496,0.392,0.032,0.112,0.112,0.184,0.704,0.464,0.256,0.288,0.064,0.056,0.16,0.368,0.632
P09382,0.121,0.085,0.795,0.251,0.495,0.435,0.091,0.042,0.085,0.121,0.795,0.495,0.26,0.378,0.148,0.042,0.266,0.532,0.468
P09391,0.105,0.068,0.827,0.194,0.607,0.545,0.099,0.079,0.068,0.105,0.827,0.565,0.23,0.319,0.094,0.037,0.283,0.518,0.482
P09417,0.131,0.114,0.755,0.235,0.465,0.382,0.051,0.101,0.114,0.131,0.755,0.494,0.238,0.337,0.141,0.049,0.218,0.519,0.481
P09429,0.119,0.095,0.786,0.242,0.471,0.391,0.047,0.085,0.095,0.119,0.786,0.51,0.24,0.353,0.135,0.053,0.208,0.512,0.488
P09467,0.151,0.079,0.77,0.221,0.535,0.456,0.073,0.091,0.079,0.151,0.77,0.522,0.238,0.335,0.136,0.03,0.25,0.504,0.496
P09470,0.117,0.07,0.813,0.201,0.575,0.472,0.057,0.12,0.07,0.117,0.813,0.538,0.211,0.311,0.1,0.04,0.224,0.468,0.532
P09471,0.09,0.123,0.786,0.2,0.561,0.493,0.148,0.054,0.123,0.09,0.786,0.536,0.264,0.399,0.153,0.03,0.3,0.641,0.359
P09482,0.13,0.111,0.759,0.23,0.488,0.392,0.06,0.13,0.111,0.13,0.759,0.5,0.231,0.338,0.125,0.032,0.179,0.488,0.512
P09483,0.118,0.107,0.775,0.23,0.516,0.438,0.074,0.1,0.107,0.118,0.775,0.526,0.221,0.343,0.118,0.043,0.231,0.505,0.495
P09487,0.133,0.061,0.807,0.238,0.539,0.403,0.055,0.119,0.061,0.133,0.807,0.591,0.218,0.262,0.122,0.091,0.215,0.453,0.547
P09488,0.175,0.152,0.673,0.194,0.443,0.365,0.05,0.099,0.152,0.175,0.673,0.446,0.261,0.337,0.085,0.054,0.208,0.443,0.557
P09581,0.129,0.124,0.747,0.16,0.558,0.504,0.038,0.043,0.124,0.129,0.747,0.542,0.196,0.353,0.105,0.038,0.263,0.542,0.458
P09598,0.151,0.068,0.781,0.176,0.575,0.475,0.06,0.108,0.068,0.151,0.781,0.522,0.241,0.289,0.085,0.049,0.286,0.503,0.497
P09601,0.131,0.094,0.775,0.223,0.509,0.414,0.056,0.099,0.094,0.131,0.775,0.542,0.23,0.301,0.118,0.053,0.191,0.444,0.556
P09610,0.15,0.131,0.719,0.194,0.499,0.412,0.069,0.097,0.131,0.15,0.719,0.495,0.246,0.333,0.099,0.046,0.202,0.453,0.547
P09619,0.122,0.131,0.746,0.219,0.489,0.382,0.068,0.139,0.131,0.122,0.746,0.486,0.228,0.376,0.116,0.044,0.237,0.544,0.456
P09651,0.098,0.077,0.825,0.216,0.574,0.448,0.044,0.134,0.077,0.098,0.825,0.612,0.178,0.287,0.139,0.046,0.227,0.503,0.497
P09660,0.143,0.119,0.738,0.203,0.485,0.382,0.032,0.115,0.119,0.143,0.738,0.5,0.225,0.309,0.109,0.046,0.191,0.427,0.573
P09668,0.108,0.06,0.832,0.252,0.558,0.478,0.058,0.106,0.06,0.108,0.832,0.575,0.188,0.298,0.156,0.038,0.269,0.507,0.493
P09768,0.072,0.04,0.888,0.171,0.682,0.536,0.031,0.128,0.04,0.072,0.888,0.657,0.137,0.283,0.125,0.037,0.212,0.452,0.548
P09769,0.148,0.117,0.735,0.197,0.508,0.446,0.071,0.086,0.117,0.148,0.735,0.508,0.249,0.317,0.105,0.028,0.215,0.492,0.508
P09790,0.127,0.058,0.815,0.211,0.573,0.443,0.053,0.135,0.058,0.127,0.815,0.544,0.211,0.317,0.129,0.045,0.282,0.499,0.501
P09810,0.164,0.144,0.691,0.209,0.441,0.36,0.052,0.104,0.144,0.164,0.691,0.462,0.257,0.342,0.122,0.034,0.196,0.459,0.541
P09811,0.131,0.122,0.747,0.272,0.416,0.361,0.072,0.034,0.122,0.131,0.747,0.458,0.262,0.399,0.16,0.057,0.211,0.49,0.51
P09812,0.067,0.019,0.914,0.181,0.733,0.648,0.029,0.067,0.019,0.067,0.914,0.705,0.095,0.295,0.162,0.038,0.324,0.514,0.486
P09848,0.107,0.079,0.814,0.271,0.523,0.404,0.037,0.147,0.079,0.107,0.814,0.613,0.164,0.277,0.153,0.065,0.203,0.46,0.54
P09871,0.118,0.107,0.774,0.217,0.52,0.425,0.05,0.123,0.107,0.118,0.774,0.498,0.206,0.353,0.138,0.02,0.239,0.513,0.487
P09874,0.065,0.103,0.832,0.285,0.473,0.383,0.054,0.136,0.103,0.065,0.832,0.487,0.193,0.374,0.165,0.034,0.228,0.554,0.446
P09884,0.178,0.116,0.707,0.246,0.412,0.351,0.049,0.064,0.116,0.178,0.707,0.424,0.276,0.385,0.174,0.036,0.244,0.503,0.497
P09917,0.098,0.081,0.822,0.27,0.493,0.393,0.03,0.098,0.081,0.098,0.822,0.544,0.187,0.327,0.17,0.064,0.244,0.503,0.497
P09923,0.157,0.113,0.731,0.209,0.476,0.375,0.042,0.097,0.113,0.157,0.731,0.499,0.245,0.337,0.105,0.063,0.202,0.469,0.531
P09936,0.105,0.049,0.846,0.218,0.575,0.44,0.028,0.108,0.049,0.105,0.846,0.625,0.185,0.228,0.126,0.111,0.265,0.486,0.514
P09955,0.153,0.133,0.714,0.232,0.463,0.393,0.061,0.061,0.133,0.153,0.714,0.49,0.232,0.373,0.126,0.076,0.258,0.503,0.497
P09958,0.121,0.106,0.773,0.253,0.479,0.421,0.06,0.076,0.106,0.121,0.773,0.491,0.223,0.388,0.146,0.038,0.277,0.573,0.427
P09960,0.143,0.141,0.716,0.235,0.429,0.351,0.046,0.076,0.141,0.143,0.716,0.49,0.242,0.353,0.139,0.067,0.21,0.489,0.511
P0A017,0.14,0.129,0.731,0.21,0.495,0.398,0.059,0.108,0.129,0.14,0.731,0.516,0.226,0.355,0.124,0.043,0.22,0.489,0.511
P0A031,0.126,0.108,0.766,0.216,0.509,0.411,0.039,0.108,0.108,0.126,0.766,0.499,0.206,0.353,0.132,0.043,0.242,0.496,0.504
P0A070,0.144,0.102,0.754,0.237,0.474,0.399,0.053,0.082,0.102,0.144,0.754,0.467,0.241,0.361,0.108,0.065,0.271,0.529,0.471
P0A0H2,0.093,0.147,0.76,0.219,0.498,0.394,0.051,0.119,0.147,0.093,0.76,0.468,0.188,0.417,0.13,0.022,0.251,0.518,0.482
P0A0H5,0.154,0.124,0.722,0.234,0.441,0.375,0.045,0.069,0.124,0.154,0.722,0.482,0.246,0.35,0.142,0.05,0.246,0.519,0.481
P0A0I7,0.133,0.115,0.752,0.192,0.535,0.477,0.035,0.056,0.115,0.133,0.752,0.519,0.194,0.354,0.117,0.038,0.252,0.498,0.502
P0A0J7,0.125,0.091,0.784,0.216,0.512,0.441,0.059,0.069,0.091,0.125,0.784,0.519,0.241,0.328,0.122,0.044,0.228,0.512,0.488
P0A0K8,0.151,0.102,0.747,0.22,0.495,0.43,0.043,0.081,0.102,0.151,0.747,0.484,0.226,0.341,0.113,0.054,0.266,0.5,0.5
P0A1P6,0.161,0.079,0.76,0.193,0.541,0.442,0.082,0.123,0.079,0.161,0.76,0.544,0.269,0.281,0.105,0.026,0.237,0.5,0.5
P0A1V9,0.163,0.121,0.716,0.235,0.434,0.34,0.041,0.119,0.121,0.163,0.716,0.471,0.25,0.333,0.141,0.039,0.18,0.451,0.549
P0A2Y6,0.155,0.149,0.696,0.162,0.5,0.441,0.039,0.057,0.149,0.155,0.696,0.459,0.227,0.381,0.101,0.031,0.219,0.505,0.495
P0A3M1,0.101,0.114,0.785,0.199,0.552,0.489,0.035,0.057,0.114,0.101,0.785,0.562,0.17,0.363,0.139,0.041,0.297,0.59,0.41
P0A4L9,0.153,0.159,0.688,0.217,0.429,0.343,0.031,0.106,0.159,0.153,0.688,0.46,0.226,0.343,0.109,0.045,0.162,0.423,0.577
P0A6C1,0.103,0.107,0.79,0.207,0.555,0.482,0.082,0.069,0.107,0.103,0.79,0.542,0.213,0.353,0.117,0.046,0.261,0.537,0.463
P0A6D3,0.148,0.121,0.731,0.231,0.452,0.379,0.034,0.086,0.121,0.148,0.731,0.517,0.231,0.334,0.131,0.045,0.162,0.459,0.541
P0A6F5,0.1,0.1,0.8,0.187,0.597,0.553,0.05,0.04,0.1,0.1,0.8,0.583,0.167,0.357,0.13,0.033,0.33,0.613,0.387
P0A6G7,0.105,0.097,0.798,0.253,0.494,0.393,0.056,0.105,0.097,0.105,0.798,0.493,0.212,0.371,0.163,0.046,0.272,0.538,0.462
P0A6I6,0.06,0.066,0.874,0.227,0.609,0.48,0.049,0.106,0.066,0.06,0.874,0.624,0.147,0.316,0.135,0.083,0.247,0.514,0.486
P0A6L2,0.131,0.15,0.719,0.254,0.415,0.319,0.038,0.119,0.15,0.131,0.719,0.458,0.219,0.373,0.135,0.046,0.181,0.415,0.585
P0A6R0,0.124,0.089,0.787,0.233,0.492,0.379,0.049,0.122,0.089,0.124,0.787,0.548,0.235,0.308,0.155,0.044,0.186,0.514,0.486
P0A6W3,0.15,0.09,0.76,0.281,0.442,0.361,0.047,0.108,0.09,0.15,0.76,0.465,0.234,0.359,0.146,0.05,0.264,0.506,0.494
P0A725,0.144,0.099,0.757,0.199,0.527,0.454,0.057,0.081,0.099,0.144,0.757,0.499,0.231,0.341,0.11,0.032,0.245,0.46,0.54
P0A749,0.101,0.079,0.82,0.241,0.536,0.427,0.042,0.112,0.079,0.101,0.82,0.558,0.188,0.321,0.136,0.079,0.256,0.489,0.511
P0A752,0.116,0.121,0.763,0.196,0.536,0.459,0.047,0.066,0.121,0.116,0.763,0.559,0.194,0.342,0.125,0.052,0.247,0.531,0.469
P0A884,0.122,0.078,0.8,0.289,0.46,0.367,0.037,0.104,0.078,0.122,0.8,0.526,0.211,0.353,0.19,0.044,0.241,0.511,0.489
P0A8F0,0.135,0.095,0.77,0.318,0.392,0.338,0.041,0.101,0.095,0.135,0.77,0.48,0.236,0.311,0.135,0.108,0.318,0.574,0.426
P0A8L1,0.156,0.129,0.715,0.227,0.442,0.358,0.048,0.115,0.129,0.156,0.715,0.461,0.25,0.332,0.118,0.045,0.2,0.458,0.542
P0A8V2,0.152,0.102,0.746,0.239,0.473,0.379,0.072,0.106,0.102,0.152,0.746,0.462,0.258,0.371,0.152,0.038,0.242,0.519,0.481
P0A953,0.116,0.125,0.759,0.229,0.465,0.357,0.047,0.119,0.125,0.116,0.759,0.48,0.229,0.353,0.129,0.043,0.199,0.473,0.527
P0A988,0.112,0.09,0.798,0.212,0.552,0.465,0.032,0.102,0.09,0.112,0.798,0.574,0.178,0.336,0.146,0.019,0.231,0.484,0.516
P0A9A6,0.09,0.092,0.818,0.207,0.577,0.511,0.071,0.071,0.092,0.09,0.818,0.585,0.194,0.344,0.126,0.021,0.291,0.59,0.41
P0A9C5,0.123,0.103,0.773,0.237,0.494,0.393,0.04,0.118,0.103,0.123,0.773,0.519,0.207,0.35,0.141,0.05,0.229,0.526,0.474
P0A9J4,0.113,0.052,0.834,0.26,0.533,0.423,0.033,0.146,0.052,0.113,0.834,0.583,0.188,0.276,0.149,0.052,0.215,0.486,0.514
P0A9J8,0.13,0.101,0.769,0.183,0.557,0.47,0.04,0.07,0.101,0.13,0.769,0.507,0.198,0.368,0.115,0.043,0.292,0.51,0.49
P0A9M5,0.141,0.116,0.743,0.199,0.498,0.402,0.041,0.091,0.116,0.141,0.743,0.494,0.228,0.332,0.116,0.046,0.22,0.452,0.548
P0A9P4,0.133,0.194,0.673,0.202,0.44,0.379,0.028,0.069,0.194,0.133,0.673,0.427,0.194,0.407,0.117,0.04,0.25,0.46,0.54
P0AB71,0.094,0.088,0.818,0.238,0.511,0.43,0.036,0.104,0.088,0.094,0.818,0.505,0.199,0.362,0.153,0.033,0.264,0.577,0.423
P0ABQ4,0.12,0.107,0.773,0.206,0.535,0.402,0.034,0.158,0.107,0.12,0.773,0.533,0.185,0.32,0.118,0.027,0.202,0.413,0.587
P0ABZ6,0.086,0.074,0.84,0.245,0.547,0.436,0.044,0.115,0.074,0.086,0.84,0.566,0.178,0.325,0.134,0.054,0.223,0.484,0.516
P0AC13,0.113,0.095,0.792,0.235,0.512,0.412,0.047,0.136,0.095,0.113,0.792,0.494,0.205,0.36,0.136,0.026,0.232,0.497,0.503
P0ACB2,0.122,0.055,0.823,0.232,0.528,0.413,0.067,0.118,0.055,0.122,0.823,0.429,0.252,0.394,0.106,0.059,0.276,0.547,0.453
P0ACC7,0.118,0.058,0.825,0.182,0.6,0.458,0.05,0.158,0.058,0.118,0.825,0.612,0.21,0.21,0.085,0.05,0.212,0.438,0.562
P0AD63,0.127,0.148,0.725,0.249,0.444,0.376,0.026,0.079,0.148,0.127,0.725,0.466,0.185,0.397,0.122,0.063,0.206,0.508,0.492
P0AD64,0.111,0.106,0.783,0.223,0.527,0.421,0.046,0.108,0.106,0.111,0.783,0.568,0.189,0.317,0.137,0.056,0.169,0.464,0.536
P0AD65,0.144,0.157,0.699,0.191,0.455,0.385,0.045,0.065,0.157,0.144,0.699,0.435,0.241,0.38,0.107,0.058,0.241,0.526,0.474
P0ADG7,0.137,0.129,0.734,0.182,0.529,0.484,0.033,0.037,0.129,0.137,0.734,0.5,0.193,0.389,0.123,0.037,0.277,0.545,0.455
P0AE18,0.124,0.097,0.779,0.183,0.576,0.514,0.066,0.066,0.097,0.124,0.779,0.572,0.21,0.328,0.114,0.031,0.303,0.586,0.414
P0AE70,0.121,0.12,0.76,0.229,0.484,0.386,0.056,0.135,0.12,0.121,0.76,0.485,0.224,0.328,0.111,0.048,0.206,0.468,0.532
P0AEG4,0.158,0.127,0.715,0.18,0.483,0.418,0.059,0.093,0.127,0.158,0.715,0.48,0.269,0.288,0.08,0.037,0.198,0.471,0.529
P0AEJ2,0.126,0.114,0.76,0.226,0.485,0.431,0.032,0.06,0.114,0.126,0.76,0.495,0.206,0.353,0.116,0.054,0.255,0.551,0.449
P0AEK4,0.107,0.123,0.77,0.253,0.494,0.427,0.107,0.069,0.123,0.107,0.77,0.537,0.237,0.391,0.177,0.051,0.264,0.613,0.387
P0AES4,0.124,0.104,0.772,0.257,0.457,0.367,0.044,0.122,0.104,0.124,0.772,0.454,0.226,0.341,0.133,0.059,0.231,0.481,0.519
P0AES6,0.14,0.125,0.735,0.205,0.513,0.448,0.07,0.074,0.125,0.14,0.735,0.505,0.228,0.35,0.102,0.044,0.23,0.489,0.511
P0AEY8,0.139,0.074,0.787,0.19,0.566,0.517,0.095,0.044,0.074,0.139,0.787,0.541,0.265,0.343,0.137,0.023,0.292,0.599,0.401
P0AF14,0.104,0.089,0.806,0.231,0.541,0.457,0.042,0.094,0.089,0.104,0.806,0.553,0.181,0.338,0.138,0.037,0.234,0.491,0.509
P0AFI2,0.119,0.112,0.769,0.235,0.476,0.412,0.133,0.071,0.112,0.119,0.769,0.456,0.31,0.378,0.143,0.048,0.276,0.595,0.405
